;;;;;;;;x;
False;Arkitekturprojekt 2:3 material, rum, detalj;A11P3C;16.0;x;Grundnivå
False;Arkitekturprojekt 2:3 Material, rum, detalj;A21P3C;12.0;x;Grundnivå
False;Arkitekturprojekt 2:3, material-rum-detalj;A21P3A;15.0;x;Grundnivå
False;Arkitekturprojekt 2:3, material-rum-detalj;A21P3B;14.0;x;Grundnivå
False;Arkitekturprojekt 3:1, Stadsbyggnad;A31P1A;12.0;2 års;Grundnivå
False;Arkitekturprojekt 3:2, Laboration;A31P2A;9.0;2 års;Grundnivå
False;Arkitekturteknik 1;A11TEA;6.0;x;Grundnivå
False;Arkitekturteknik 1;A11TEB;7.5;Basic;Grundnivå
False;Arkitekturteknik 2;A21TEA;6.0;1 års;Grundnivå
False;Arkitekturteknik 2;A21TEB;9.0;1 års;Grundnivå
False;Arkitekturteknik 3;A31TEA;6.0;2 års;Grundnivå
False;Arkitekturteknik 3:1 Byggnad, stad, process;A31T1A;6.0;2 års;Grundnivå
False;Arkitekturteknik 3:2: Byggnad, stad, process;A31T2A;3.0;2 års;Grundnivå
False;Environmental Control;A31TEB;3.0;2 års;Grundnivå
False;Arkitekturämnet och Arkitektyrket;A21AYA;3.0;1 års;Grundnivå
False;Avancerad datakurs;A21D2A;3.0;1 års;Grundnivå
False;Digital bildbehandling och fotografisk gestaltning;A11DBA;6.0;x;Grundnivå
True;Examensarbete inom arkitektur för kandidatexamen;1A10KA;15.0;x;Grundnivå
False;Examensarbete inom arkitektur, grundnivå;A31EXA;15.0;Exam;Grundnivå
False;Examensarbete inom arkitektur, grundnivå;A31KAX;15.0;Exam;Grundnivå
False;Hållbar stadsutveckling;A31HSA;3.0;COURSE_A31CCA;Grundnivå
False;Introduktion till arkitekturskolan;A11INA;2.0;x;Grundnivå
False;Introduktion till Arkitekturämnet;A11IAA;3.0;Basic;Grundnivå
False;Introduktion till Arkitektyrket;A11IYA;3.0;Basic;Grundnivå
False;Introduktionskurs i design;A11IDA;3.0;x;Grundnivå
False;Konstnärliga metoder och verktyg 1;A11KOB;3.0;Basic;Grundnivå
False;Konstnärliga metoder och verktyg 2;A21KOB;3.0;1 års;Grundnivå
False;Nyare arkitekturhistoria;1A1251;6.0;x;
False;Nyare arkitekturhistoria;A11HNA;7.5;x;Grundnivå
False;Portföljbedömning 1;A11POA;2.0;x;Grundnivå
False;Portföljbedömning 2;A21POA;2.0;x;Grundnivå
False;Projekt 3:2 Stadsrum och landskap;A31P2D;6.0;x;Grundnivå
False;Representation 1: Ritteknik och deskriptiv geometri;A11REA;3.0;Basic;Grundnivå
False;Representation 2: Fabrikation och deskriptiv geometri;A21REA;3.0;1 års;Grundnivå
False;Representation 3: Informationshantering och presentation;A31REA;3.0;2 års;Grundnivå
False;Snickerikurs;A11VEA;1.5;x;Grundnivå
False;Specialarbete;A21S1A;3.0;x;Grundnivå
False;Specialarbete;A21S2A;9.0;x;Grundnivå
False;Stadens form och teori;A31SFA;6.0;2 års;Grundnivå
False;Stadsbyggnad, analys;A31SBA;3.0;2 års;Grundnivå
False;Teori/teknik/specialkurs;A31TTS;6.0;2 års;Grundnivå
False;Stadsbyggnadsprojekt 3:1;A31P1B;18.0;COURSE_A31CCB;Grundnivå
False;Stadsbyggnadsprojekt 3:1;A31P1C;15.0;COURSE_A31CCB;Grundnivå
False;Stadsbyggnadsprojekt 3:2;A31P2B;12.0;2 års;Grundnivå
False;Stadsbyggnadsprojekt 3:2;A31P2C;9.0;2 års;Grundnivå
False;Stadsbyggnadsteori;A31STA;3.0;2 års;Grundnivå
False;Studieresa, åk 1 (hösten);A11RHA;3.0;x;Grundnivå
False;Studieresa, åk 1 (våren);A11RVA;3.0;x;Grundnivå
False;Studieresa, åk 2 (hösten);A21RHA;3.0;x;Grundnivå
False;Studieresa, åk 2 (våren);A21RVA;3.0;x;Grundnivå
False;Studieresa, åk 3 (hösten);A31RHA;3.0;x;Grundnivå
False;Studieresa, åk 3 (våren);A31RVA;3.0;x;Grundnivå
False; \xc3\x84ldre arkitekturhistoria;A11HAA;7.5;x;Grundnivå
False;Arkitektur/Yrkesrelaterad studio, 4:1;A42Y1B;12.0;Bcs exam;Avancerad nivå
False;Arkitektur/Yrkesrelaterad studio, 4:2;A42Y2B;12.0;Bcs exam;Avancerad nivå
False;Arkitektur/Yrkesrelaterad studio, 4:3;A42Y3B;12.0;Bcs exam;Avancerad nivå
False;Arkitektur/Yrkesrelaterad studio, 4:4;A42Y4B;12.0;Bcs exam;Avancerad nivå
False;Arkitektur/Yrkesrelaterad studio, 5:1;A52Y1B;12.0;1 års;Avancerad nivå
False;Arkitektur/Yrkesrelaterad studio, 5:2;A52Y2B;12.0;1 års;Avancerad nivå
False;Arkitektur/yrkesrelaterad studio, 5:3;A52Y3B;12.0;1 års;Avancerad nivå
False;Arkitektur/yrkesrelaterad studio, 5:4;A52Y4B;12.0;1 års;Avancerad nivå
False;Arkitekturens historia och teori 4:1;A42H1A;3.0;Bcs exam;Avancerad nivå
False;Arkitekturens historia och teori 4:2;A42H2A;3.0;Bcs exam;Avancerad nivå
False;Arkitekturens historia och teori 5:1;A52H1A;3.0;1 års;Avancerad nivå
